6M,0.01478079
1Y,0.01896047
2Y,0.02307832
3Y,0.02762914
4Y,0.03149242
5Y,0.03570134
7Y,0.03578716
10Y,0.03631884
15Y,0.03638794
20Y,0.03653436
30Y,0.03683773
